stage,statement,approval_level,budget,statement_cost,generator_name,num_covered_agents,num_remaining_agents,agent_utilities,covered_agent_ids,remaining_agent_ids,covered_agent_data,utility_distribution
generate,"Bowling Green desperately needs to address its traffic issues with real solutions, like roundabouts or better traffic light management. The backups and reckless red-light running are out of control, and it’s frustrating that nothing is being done. A stoplight at Shive Lane and Ken Bale Blvd is a no-brainer, and traffic cameras could help enforce safety. Fix this now!",4.5,60,59,ClosestClusterGenerator__approval_None__budget_None__cluster_size_15,,,"{161: 0.061108220331520524, 277: 1.5492927238098002, 842: 0.037344280711685496, 1200: 0.0009116940182319899, 411: 4.2883128389514065, 188: 0.00043226623755243665, 198: 2.5482417347579354, 301: 0.855989589347331, 329: 0.06024482391537722, 85: 3.211738096286905, 1344: 0.00033600443835368754, 1001: 0.14895700505993759, 1314: 4.7279135384492577e-08, 1464: 0.0001253418473653456, 1457: 7.07772720420774e-06, 1123: 0.07675044884967264, 1158: 1.283587316811985, 1542: 3.176569653064106, 1654: 4.435022567842381, 1649: 0.9327429266800744, 1371: 2.025268352134889, 1465: 0.04827533203606893, 1505: 4.73570569260012, 67: 0.002482437018247352, 314: 0.32306517182879535, 1356: 0.0019313602917723216, 1516: 0.29248754430790114, 1132: 0.010993523078858258, 1047: 0.006695330809404543, 1010: 3.3818587654360233, 746: 3.2243994701960483, 1534: 0.0026119459787680155, 493: 2.9711717291237174, 323: 1.959013798939984}",,,,"{0: 34.0, 1: 13.0, 2: 10.0, 3: 7.0, 3.5: 3.0, 4: 3.0, 4.5: 1.0}"
generate,"Bowling Green desperately needs to address its traffic and infrastructure issues before approving any new developments. The congestion, especially on roads like Fairview Ave, is unbearable, and it's clear the city hasn't kept up with its growth. Widen roads, add turn lanes, and prioritize infrastructure planning—stop letting developers profit while residents sit in gridlock daily. Enough is enough!",4.5,60,58,WeightedNNGenerator__approval_None__budget_None__cluster_size_15,,,"{161: 1.6310638435778357, 277: 1.4200449610262487, 842: 1.1481699485750134, 1200: 0.8534426851222815, 411: 1.0352493719545095, 188: 0.047871624572999205, 198: 4.579079511371944, 301: 1.3859943167184632, 329: 0.7880392559308822, 85: 3.2144302700565874, 1344: 0.011001468808376935, 1001: 1.6539922155104771, 1314: 3.7375968713337926e-06, 1464: 0.09677505618692961, 1457: 3.6421349148052506e-05, 1123: 0.27361199449603213, 1158: 1.2060172540392247, 1542: 3.102436552942096, 1465: 0.34223268096588066, 1649: 2.0024915491520936, 1654: 3.1121109026044733, 1505: 3.239732013805784, 1371: 2.877468681823495, 314: 1.2290621470938283, 67: 0.3220156017092186, 1356: 0.0019365338921012443, 1516: 0.7484511488207025, 1132: 0.8949770467366909, 1534: 0.04976365186856513, 1047: 0.7319131674882098, 1010: 4.3945042606169284, 493: 4.509291499677736, 323: 3.32660640082924, 746: 3.21650093687904}",,,,"{0: 34.0, 1: 19.0, 2: 11.0, 3: 9.0, 3.5: 3.0, 4: 3.0, 4.5: 2.0}"
generate,"Bowling Green desperately needs to tackle its traffic issues with smarter solutions like traffic cameras and better-designed intersections, especially at bottlenecks like Shive Lane and Kereiakes Park. Reckless red-light running and poor flow can't continue unchecked—it’s dangerous and frustrating. Let’s invest in infrastructure that prioritizes safety and efficiency before approving any more developments that strain our roads further.",4.5,60,58,WeightedNNGenerator__approval_None__budget_None__cluster_size_15,,,"{161: 1.2719422383684735, 277: 2.4495547763561945, 842: 0.6237528408631561, 1200: 0.037328922469189396, 411: 4.312481504180221, 188: 0.003177917577789735, 198: 3.0150791940704407, 301: 1.0115048037476444, 329: 0.14820027865116692, 85: 3.1936556900811612, 1344: 0.008579396014809726, 1001: 1.044489304846715, 1457: 0.0004359236540457667, 1314: 1.8641214449832688e-07, 1123: 0.11954267945900865, 1158: 1.041998249898744, 1464: 0.009174768342011141, 1542: 3.2042245770640463, 1465: 0.4414493663928545, 1654: 2.893686753265939, 1649: 1.1171707449855117, 1505: 3.3311948823562805, 1371: 2.0766908203785555, 314: 1.059207025959089, 67: 0.011029873268206591, 1356: 0.04753640704599904, 1516: 0.9493299581139829, 1132: 0.6234798607539763, 1534: 0.0068133903253903005, 1047: 0.43816053820176903, 1010: 1.1790522243117747, 746: 3.371208642420697, 493: 3.1557949217808914, 323: 2.0674110132924826}",,,,"{0: 34.0, 1: 18.0, 2: 11.0, 3: 7.0, 3.5: 1.0, 4: 1.0}"
generate,"Bowling Green schools are bursting at the seams, and it’s unacceptable. Overcrowded classrooms hurt everyone—students, teachers, and the community. We need new schools in Warren County, and redistricting must happen to balance enrollment. Ignoring this issue erodes education quality and leaves kids behind. It’s time to prioritize our children’s future and fix this mess now.",4.5,60,55,ClosestClusterGenerator__approval_None__budget_None__cluster_size_15,,,"{277: 0.741582000609541, 161: 2.3829011955174924, 1200: 0.0005533602310022756, 411: 4.954399862477921e-06, 188: 1.2057029562028125, 301: 0.3217487841517487, 198: 0.037367782426385165, 329: 0.9856773334539024, 85: 0.0024869349399940788, 1344: 0.9679196411074314, 1001: 1.0773548230082983, 1314: 4.957571020369755e-09, 1464: 1.5563553622401818, 1457: 0.011205909554102167, 1123: 0.011057134584212314, 1158: 0.005253857576698384, 1542: 3.1325722013253454e-05, 1465: 3.739622683457874, 1649: 0.5659808815087792, 1654: 4.675414665844535e-05, 1505: 0.32217662181079365, 1371: 0.060152382155572726, 314: 0.9938446180819512, 1356: 1.2111306328106444, 67: 0.0024812633016332297, 1132: 3.1504579193383577, 1516: 1.3975452216854505, 1534: 1.0234923747161029, 1047: 0.09566670910287045, 1010: 1.0195418515384451, 493: 0.07639247233984892, 746: 0.5039757714341054, 323: 0.321055841967568, 842: 4.686995289157692}",,,,"{0: 34.0, 1: 11.0, 2: 4.0, 3: 3.0, 3.5: 2.0, 4: 1.0, 4.5: 1.0}"
nominate_best,"Parents should absolutely have the right to choose the best school for their kids, regardless of where they live. It’s ridiculous that district lines dictate a child’s future when there are better options available. Families, especially low-income ones, deserve access to quality education, whether it’s public, private, or charter. School choice empowers parents to make decisions that fit their child’s needs, and funding should follow the student, not the system. Let’s prioritize kids over bureaucracy!",4.5,60,75,TagNNGenerator__approval_None__budget_None__cluster_size_20,,,"{161: 1.967675793926685, 277: 0.3777494583008284, 842: 3.006095949598766, 1200: 3.54848657297957e-05, 411: 0.0007289934835414957, 188: 4.5184881886563515, 1432: 1.0191601822306826, 282: 2.1427916911591485, 301: 0.754245202854863, 198: 0.00020376182888282024, 329: 4.167208553475558, 85: 9.812441732071076e-05, 1001: 0.8188687445869199, 1314: 1.1927854592919118e-08, 1344: 1.1880680949664835, 1464: 0.6544202940461741, 189: 0.50671731484557, 1457: 0.5729547417759755, 1123: 0.44068077157339136, 1068: 3.0821027841021476e-07, 820: 0.07831626999211583, 1158: 0.0019411991244040472, 1542: 1.4068911092790515e-06, 1465: 1.5424170523543177, 1649: 0.894839784906744, 1654: 0.0007166151617811201, 1505: 0.0009129969872102572, 1371: 5.859297965271626e-05, 314: 0.8854023154374273, 67: 0.666358322218007, 1356: 1.0001857630849846, 1516: 3.8536054830989035, 1132: 3.171693697238693, 1534: 5.6882492752873555, 646: 0.22386056688940292, 1047: 0.8511707391843001, 1010: 0.9436368371031859, 274: 0.9459501557203788, 746: 0.018029016224651695, 493: 0.09620904349720183, 323: 0.07647207473403395}",,,,
generate,"Every family, regardless of income or location, deserves the freedom to choose the best school for their child. Education should empower, not limit, and school choice is essential for true equity and opportunity.",4.5,40,33,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 0.5648158664917405, 161: 2.7023404427208058, 842: 2.973713969701068, 1200: 0.017993769065329235, 411: 0.0002092672218236835, 188: 4.606583855317952, 198: 0.008585953516347722, 301: 0.9723496440013834, 329: 3.352419681626837, 85: 2.4448817576461224e-05, 1344: 1.8920922226803758, 1314: 1.0003455153118068e-07, 1464: 1.5653050597590148, 1001: 0.9078289391169194, 1457: 1.211800700911794, 1123: 1.1369372767720503, 1158: 0.002519184723167145, 1542: 3.7464194186931365e-06, 1465: 1.8659351055161537, 1649: 0.9961897630153153, 1654: 0.0001244857915871922, 1505: 0.00117101881568904, 1371: 0.00012422343669282743, 314: 1.2253974951541506, 67: 0.996173730543875, 1356: 1.6362006951848465, 1516: 3.3231315473532197, 1132: 2.473568435560214, 1534: 5.760569681034261, 1047: 0.9474569248970114, 1010: 1.0150001416317285, 746: 0.6299808717909627, 493: 0.09741552546980148, 323: 0.06063983191036648}",,,,"{0: 34.0, 1: 15.0, 2: 7.0, 3: 4.0, 3.5: 2.0, 4: 2.0, 4.5: 2.0, 5: 1.0, 5.5: 1.0}"
generate,"Parents should absolutely have the right to use public education funds for private or non-public schools if they choose. It’s about fairness and giving every family, regardless of income, access to the best education possible.",4.5,40,35,ClosestClusterGenerator__approval_None__budget_None__cluster_size_10,,,"{277: 0.0019272902102965839, 161: 0.880887039843501, 842: 1.0432642056511476, 1200: 3.538810635439482e-05, 411: 5.9198363850154756e-05, 188: 2.8817016763920478, 198: 0.0004308902647823798, 301: 0.9572280421922346, 329: 3.2049405359556355, 85: 5.459059457368909e-06, 1344: 0.9709901417638813, 1001: 0.0373421668725229, 1314: 1.9819438978885273e-08, 1464: 0.01099443465272798, 1457: 0.0954042862208, 1123: 0.008579374122433148, 1158: 1.3132272293825409e-05, 1542: 8.407947514887937e-07, 1465: 1.0027019347196386, 1649: 0.22276361310730008, 1654: 1.233274513290361e-06, 1505: 0.0009116747259119151, 1371: 2.1521652428302396e-05, 314: 0.26894510818527373, 67: 0.2692056793554618, 1356: 0.4378515593533625, 1516: 4.0674509949396045, 1132: 1.0178274231867217, 1534: 4.814418162333124, 1047: 0.22285244558878703, 1010: 0.11927952384384888, 746: 0.006695286653121801, 493: 0.07589684387757001, 323: 0.0015052321231009413}",,,,"{0: 34.0, 1: 7.0, 2: 4.0, 3: 3.0, 3.5: 2.0, 4: 2.0, 4.5: 1.0}"
generate,"Every family, regardless of income or location, deserves the freedom to choose a school that fits their child’s needs. Education shouldn’t be bound by zip codes or limited options—real opportunity starts with real school choice.",4.5,40,35,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{161: 2.581502595167604, 277: 0.9190373192238155, 842: 3.258438292467812, 1200: 0.0019299662954881391, 411: 0.0004797764050237241, 188: 4.752442693933868, 301: 1.1381549605163195, 198: 0.002479368534195836, 329: 4.02331878022609, 85: 0.0009225587018103498, 1344: 2.0892744672156223, 1001: 1.2202780855620015, 1314: 3.951104293742347e-07, 1464: 1.3841687522610597, 1123: 1.1449628796420535, 1158: 0.002480363851583567, 1457: 2.242342840499035, 1542: 1.4952180858784914e-05, 1465: 1.7617095623398096, 1649: 1.3975112748907585, 1654: 5.309535130826326e-05, 314: 1.3294505031430497, 67: 0.9841597777306978, 1356: 1.6267948066517535, 1371: 5.8560568916177225e-05, 1516: 3.4638628255301978, 1534: 5.945396133240321, 1132: 2.9176668275934166, 1047: 1.0255280198070122, 1010: 1.7189411679049738, 1505: 0.01413571817636694, 746: 0.624603330890867, 493: 0.037725272446199054, 323: 0.15019842362712688}",,,,"{0: 34.0, 1: 19.0, 2: 9.0, 3: 5.0, 3.5: 3.0, 4: 3.0, 4.5: 2.0, 5: 1.0, 5.5: 1.0}"
generate,We desperately need stricter traffic enforcement and better infrastructure planning in Bowling Green. Reckless drivers running red lights and poorly managed intersections like Fairview Ave are a danger to everyone. Traffic cameras and proper road upgrades are long overdue.,4.5,40,39,TagNNGenerator__approval_None__budget_None__cluster_size_10,,,"{161: 0.18420294686278094, 277: 3.1584686753876223, 842: 0.22279192802970538, 1200: 0.0011698505991705188, 411: 4.208495765641869, 188: 0.023003066061737742, 198: 2.412869871436938, 301: 0.885974131132782, 85: 2.930481249346833, 329: 0.029349077630887788, 1344: 0.0005532026838735993, 1001: 0.26923736190499703, 1314: 1.5371741546310602e-08, 1464: 0.00027249644527860273, 1457: 1.0241228213803133e-05, 1123: 0.0011781069203146144, 1158: 1.2235902421041749, 1542: 3.1234093750359677, 1465: 0.14853149769246765, 1649: 1.0108145109605102, 1654: 2.6144479844994537, 1505: 2.5674936318905206, 1371: 1.9134755129337364, 314: 0.7856183409267943, 67: 0.0019378566120152874, 1356: 0.005224173494582707, 1516: 0.39450805397813804, 1132: 0.09544130270007178, 1534: 0.000293755339476065, 1047: 0.11924348057686396, 1010: 1.2020518717343676, 746: 3.1221972261290336, 493: 2.6030621881882103, 323: 1.5512167377906927}",,,,"{0: 34.0, 1: 14.0, 2: 9.0, 3: 4.0, 3.5: 1.0, 4: 1.0}"
generate,Bowling Green's traffic issues are out of control. Blocking left turns on the Bypass and installing traffic cameras would ease congestion and improve safety. It's time to prioritize smart solutions over chaos on our roads.,4.5,40,35,WeightedNNGenerator__approval_None__budget_None__cluster_size_10,,,"{161: 0.9276962702366621, 842: 0.22324042176207004, 1200: 0.06012611089747533, 277: 2.3117999417761146, 188: 0.037718807480762284, 198: 1.2890955669318906, 411: 1.2953902503346308, 301: 1.027947186090585, 329: 0.5083926618875814, 85: 3.195231454818954, 1344: 0.0007125454404734999, 1001: 0.8571275978713757, 1314: 3.073244554396837e-07, 1464: 0.47917394241478617, 1457: 0.0009235611910404229, 1123: 0.061564703825709666, 1158: 0.9314701382627082, 1542: 3.1868483517081856, 1465: 0.22357263338791733, 1649: 1.1479979894648018, 1654: 1.618885325996711, 1505: 2.764946510619607, 1371: 3.08017940540139, 314: 0.7349489363478772, 67: 0.07647363848596633, 1356: 0.005250441725677346, 1516: 0.9341990763495285, 1132: 0.2702780928053822, 1534: 0.018593103157227286, 1047: 0.6796192236370857, 1010: 2.422155872961609, 746: 3.920253962411307, 493: 2.8792964785366486, 323: 4.602947297098157}",,,,"{0: 34.0, 1: 14.0, 2: 9.0, 3: 5.0, 3.5: 2.0, 4: 1.0, 4.5: 1.0}"
generate,"Bowling Green desperately needs stronger tenant protections and landlord accountability. It's infuriating to see renters stuck in overpriced, rundown housing while landlords face no consequences. Everyone deserves a safe, decent place to live without being exploited.",4.5,40,36,TagNNGenerator__approval_None__budget_None__cluster_size_10,,,"{277: 1.0289026649564157, 161: 3.3825527675797815, 842: 0.005224182070034722, 1200: 1.0042452325159616, 411: 1.7625377761731897e-05, 188: 0.09552376249102712, 198: 3.129899307841022e-05, 301: 0.008603932616863097, 329: 1.0195875564649513, 85: 0.00020439080550649358, 1344: 0.06015578437966418, 1001: 0.9031855701130506, 1314: 3.079052078858169e-07, 1464: 0.5929736199149516, 1457: 0.1517583426586493, 1123: 3.5734588658625848, 1158: 7.01467861763394e-06, 1542: 9.027628959490386e-06, 1465: 0.10152862886604475, 1649: 0.0005530076816439022, 1654: 4.2674554013855115e-06, 1505: 0.2228963795188421, 1371: 0.004073751752821653, 314: 5.963694512960999, 67: 0.023040900676867482, 1356: 0.32204992787778, 1516: 2.729982988223225, 1132: 0.09562969775308383, 1534: 0.004098776779649982, 1047: 0.0024750948718581522, 1010: 0.5003764503406516, 746: 0.07591441418087841, 493: 0.0005530744149890854, 323: 0.0005531137731333846}",,,,"{0: 34.0, 1: 7.0, 2: 4.0, 3: 3.0, 3.5: 2.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"A roundabout at Kereiakes Park on Fairview Ave is absolutely necessary to fix the traffic mess there. It’s the simplest, most effective way to improve flow without overcomplicating things. Let’s make it happen already!",4.5,40,34,WeightedNNGenerator__approval_None__budget_None__cluster_size_10,,,"{277: 0.8578732681787504, 161: 0.7390927004813737, 842: 0.0031745875267226165, 1200: 9.624587145262709e-05, 411: 0.9970237988342237, 188: 1.3066816110240964e-05, 198: 4.422867282881171, 301: 0.62459498138192, 329: 0.005221022675757636, 85: 2.5220225611577645, 1344: 5.837768248861952e-05, 1314: 1.1301665647778236e-07, 1464: 0.0019472074527003835, 1457: 0.0004341534733717234, 1123: 0.0019352432805893605, 1158: 0.0373282948216217, 1542: 0.9542934278236597, 1001: 0.26932006555898946, 1465: 0.00015887729667918293, 1649: 0.855520052760951, 1654: 5.86325310479846, 1505: 1.0176572601900384, 1371: 2.1466277034352994, 314: 0.017993560721260016, 67: 9.622584901947118e-05, 1356: 2.151161145957925e-05, 1516: 0.5972295856798309, 1132: 0.09543931065106048, 1534: 0.0007209651980685239, 1047: 0.005220827039446707, 1010: 1.0466764638705226, 746: 0.6227998791006056, 493: 3.1424267939626396, 323: 0.965335012629558}",,,,"{0: 34.0, 1: 7.0, 2: 5.0, 3: 3.0, 3.5: 2.0, 4: 2.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"Bowling Green desperately needs to prioritize traffic solutions—blocking left turns on busy roads, adding turn lanes, and improving rush hour flow on Fairview and Cemetery. The chaos is unbearable, and it’s time for real, effective action.",4.5,40,36,ClosestClusterGenerator__approval_None__budget_None__cluster_size_10,,,"{277: 1.1116977566912007, 161: 0.8401563460793826, 842: 0.07594073780625243, 1200: 0.0031730128180575967, 411: 1.0000782626496774, 188: 0.0031959852592885474, 198: 2.230242342155698, 301: 1.0934604416907978, 329: 0.09559369886553837, 85: 3.205301050825444, 1344: 4.5457813549032444e-05, 1001: 0.7330960421297998, 1314: 1.1305633584868247e-07, 1464: 0.0016205637446482513, 1457: 7.541617677142565e-05, 1123: 0.008632353054501607, 1158: 1.0589451397982739, 1542: 2.1280380529285736, 1465: 0.005270117441068756, 1654: 2.0886791543495073, 1505: 3.220813425549152, 1371: 3.178785105247392, 1649: 1.1465755118714709, 314: 0.7373375674617746, 67: 0.004108410993041045, 1356: 0.0005534055287148565, 1516: 0.7004680564529373, 1132: 0.11947052475241682, 1534: 0.01570480168470656, 1047: 0.11923072591645567, 1010: 4.331063885221651, 746: 1.2293212950047632, 493: 4.608444086539849, 323: 4.679720034638276}",,,,"{0: 34.0, 1: 15.0, 2: 9.0, 3: 6.0, 3.5: 3.0, 4: 3.0, 4.5: 2.0}"
nominate_best,"Parents should absolutely have the right to choose the best school for their kids, regardless of where they live. It’s ridiculous that district lines dictate a child’s future when there are better options available. Families, especially low-income ones, deserve access to quality education, whether it’s public, private, or charter. School choice empowers parents to make decisions that fit their child’s needs, and funding should follow the student, not the system. Let’s prioritize kids over bureaucracy!",4.5,40,75,TagNNGenerator__approval_None__budget_None__cluster_size_20,,,"{161: 1.967675793926685, 277: 0.3777494583008284, 842: 3.006095949598766, 1200: 3.54848657297957e-05, 411: 0.0007289934835414957, 188: 4.5184881886563515, 1432: 1.0191601822306826, 282: 2.1427916911591485, 301: 0.754245202854863, 198: 0.00020376182888282024, 329: 4.167208553475558, 85: 9.812441732071076e-05, 1001: 0.8188687445869199, 1314: 1.1927854592919118e-08, 1344: 1.1880680949664835, 1464: 0.6544202940461741, 189: 0.50671731484557, 1457: 0.5729547417759755, 1123: 0.44068077157339136, 1068: 3.0821027841021476e-07, 820: 0.07831626999211583, 1158: 0.0019411991244040472, 1542: 1.4068911092790515e-06, 1465: 1.5424170523543177, 1649: 0.894839784906744, 1654: 0.0007166151617811201, 1505: 0.0009129969872102572, 1371: 5.859297965271626e-05, 314: 0.8854023154374273, 67: 0.666358322218007, 1356: 1.0001857630849846, 1516: 3.8536054830989035, 1132: 3.171693697238693, 1534: 5.6882492752873555, 646: 0.22386056688940292, 1047: 0.8511707391843001, 1010: 0.9436368371031859, 274: 0.9459501557203788, 746: 0.018029016224651695, 493: 0.09620904349720183, 323: 0.07647207473403395}",,,,
generate,"Every family, regardless of income or location, deserves the freedom to choose the best school for their child. Education should empower, not limit, and school choice is essential for true opportunity and fairness.",4.5,36,33,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{161: 2.488785592892791, 842: 3.097765614139125, 1200: 0.00043082506894864814, 411: 0.00021009039068531354, 188: 4.597377410269701, 277: 1.06691188530091, 198: 0.047492650924768176, 301: 0.8811757254858624, 329: 3.3338814485609807, 85: 0.00014079567187597064, 1344: 1.7756912706698749, 1001: 0.9694219704586633, 1314: 3.072478786947386e-07, 1464: 1.798867985962667, 1457: 1.7022192484926038, 1158: 0.006719615440294646, 1542: 2.7815342373616048e-05, 1123: 1.1961496061407446, 1465: 1.998851496783424, 1649: 1.0683164215757788, 1654: 2.156142056786159e-05, 1505: 0.004075357290676873, 1371: 0.0005552997017386208, 314: 1.2244939601034124, 67: 1.0305884948811794, 1356: 1.3841547374066607, 1132: 2.2047215658005888, 1516: 3.567551386482542, 1534: 5.84108766630785, 1047: 1.00101094518834, 1010: 1.0648533357577608, 746: 0.6880864964488838, 493: 0.22928558059152504, 323: 0.07655083234561588}",,,,"{0: 34.0, 1: 19.0, 2: 7.0, 3: 5.0, 3.5: 3.0, 4: 2.0, 4.5: 2.0, 5: 1.0, 5.5: 1.0}"
generate,"Bowling Green desperately needs smarter traffic solutions—roundabouts, fewer lights, and better road planning. The congestion is unbearable, and approving new developments without fixing infrastructure first is reckless and shortsighted. Let’s prioritize flow over frustration!",4.5,36,34,ClosestClusterGenerator__approval_None__budget_None__cluster_size_9,,,"{161: 1.06308841242716, 842: 0.6870662873767538, 1200: 0.017989338381274367, 411: 1.9120236454603572, 188: 0.03751459155050707, 198: 3.4303678113666685, 301: 1.0918407446009286, 329: 0.5635606641863415, 85: 3.2265526939212394, 1344: 0.018013189967380328, 1001: 1.3587028524340328, 277: 2.1645785808790845, 1314: 3.734782263009606e-06, 1464: 0.01139722720433256, 1457: 0.00011675126950416725, 1542: 3.1998349435138502, 1158: 1.0253932802771466, 1123: 0.34775187455590373, 1465: 0.15165610709224764, 1649: 1.4498684683416454, 1654: 4.524769419981226, 1371: 4.545908306178449, 314: 1.09221706661011, 67: 0.11995435460669335, 1505: 2.517051599135507, 1356: 0.029341126024927666, 1132: 0.7344627947330005, 1534: 0.031657229476160675, 1516: 0.273628586418193, 1047: 0.5626881072481769, 1010: 3.255044616146783, 746: 1.766143852448376, 493: 3.2968405730713233, 323: 2.967193607370316}",,,,"{0: 34.0, 1: 18.0, 2: 10.0, 3: 7.0, 3.5: 2.0, 4: 2.0, 4.5: 2.0}"
generate,"Bowling Green desperately needs stronger tenant rights and landlord accountability—it's unacceptable to pay high rents for rundown properties. Renters deserve fair treatment and better living conditions, especially with the city's growing and diverse population.",4.5,36,34,WeightedNNGenerator__approval_None__budget_None__cluster_size_9,,,"{277: 2.3156558343645584, 161: 3.4547737169173756, 842: 0.22339420446922875, 1200: 1.1193055085633579, 411: 6.298966560569497e-06, 188: 0.06034999954563036, 198: 0.00033651191683070625, 301: 0.0024754345501143415, 329: 1.295803766967591, 85: 0.0024915425772038535, 1344: 0.07599952947666666, 1001: 1.0952958486736577, 1314: 5.745380551314128e-07, 1464: 1.1447615811125411, 1457: 0.03607222339552185, 1123: 3.113399523048227, 1158: 2.4373416462886155e-07, 1542: 1.1556710869942144e-05, 1465: 0.4457621090041064, 1649: 0.006695299910304264, 1654: 1.5017016558149798e-05, 1505: 0.6855290490600574, 1371: 0.029322726447447267, 314: 5.96791744567147, 67: 0.060310826507120385, 1356: 0.6272897193174032, 1516: 1.2922499927463076, 1132: 0.3789008883457854, 1534: 0.1862555234889064, 1010: 0.5629570226200773, 746: 0.5628610167884238, 493: 0.003174872428119091, 323: 0.004071325894541955, 1047: 0.11924897074273433}",,,,"{0: 34.0, 1: 9.0, 2: 4.0, 3: 3.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"Every family, regardless of income or location, deserves the freedom to choose a school that fits their child’s needs. Education shouldn’t be bound by zip codes or limited financial means—choice must be equitable!",4.5,36,33,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 1.0838207326616711, 161: 3.424397325475005, 1200: 0.03753658651512137, 411: 0.0006372587265580654, 188: 4.6096250783290404, 842: 3.2217349092942373, 301: 1.3278537065720197, 329: 3.822445775294032, 1344: 2.606438401646029, 85: 0.011244555610083862, 1001: 1.052259172509896, 1314: 2.0005630642083716e-06, 1464: 2.9232758591536188, 1457: 2.236202837676083, 198: 0.0011723118531228316, 1123: 1.4553181065166274, 1158: 0.0032316153009893656, 1542: 0.00010988281823687274, 1465: 2.2059309891740213, 1649: 1.084722370958535, 1654: 0.0007803518077407201, 1505: 0.001931457518258517, 1371: 0.0001236975214764513, 314: 1.6256104197676424, 67: 1.289464906741558, 1356: 2.2439654227051253, 1516: 3.907279073908649, 1132: 3.1439865632214565, 1534: 5.945648793408511, 1047: 0.9683684874561413, 1010: 0.8894918656638573, 746: 0.7340398451816349, 493: 0.8914429922228035, 323: 0.15281885197531597}",,,,"{0: 34.0, 1: 19.0, 2: 12.0, 3: 7.0, 3.5: 4.0, 4: 2.0, 4.5: 2.0, 5: 1.0, 5.5: 1.0}"
generate,"Traffic in this town is a nightmare, and it’s time for real solutions—like traffic lights at key intersections, a proper bypass, and roundabouts where needed. Safety and flow should be top priorities now.",4.5,36,33,TagNNGenerator__approval_None__budget_None__cluster_size_9,,,"{277: 1.226815236966108, 842: 0.22307162666281766, 1200: 0.00012349653894339063, 411: 2.277992837519234, 188: 0.00015878070240471498, 161: 0.7230291748584634, 198: 2.1104323574466766, 301: 3.177617074616715, 329: 0.00858707944304915, 85: 3.196442055966084, 1344: 4.545866351990391e-05, 1001: 0.2706579120075616, 1314: 3.6834571615074196e-08, 1464: 0.0001248963978074391, 1457: 1.342294781281339e-05, 1123: 0.14970101885685327, 1158: 3.462253219305283, 1542: 4.054820283448569, 1465: 0.07633965123218622, 1649: 1.3274282077562287, 1654: 3.727124686422906, 1505: 4.205652920635085, 1371: 1.237767910083104, 314: 0.5651351011187651, 67: 0.0002617483223827932, 1356: 0.0015036774715072587, 1516: 0.8712894072007303, 1132: 0.0954981649478801, 1534: 0.003267382449408718, 1047: 0.04744066680722536, 1010: 4.3067746615793245, 746: 1.7478279949692486, 493: 3.0560613596150317, 323: 3.0023996325548694}",,,,"{0: 34.0, 1: 15.0, 2: 11.0, 3: 9.0, 3.5: 4.0, 4: 3.0}"
generate,"Access to birth control should be over-the-counter—too many women in places like Bowling Green face unnecessary barriers. Comprehensive, accurate sex education in schools is also crucial to reduce teen pregnancy and STDs. It's common sense.",4.5,36,35,WeightedNNGenerator__approval_None__budget_None__cluster_size_9,,,"{161: 1.0363803526894202, 277: 0.09717852153270023, 1200: 1.0149463091635447e-05, 411: 1.7757314682009806e-06, 198: 7.393706362712749e-07, 301: 0.029340982576307573, 842: 0.6230034679283978, 329: 0.731107851606529, 85: 1.6449663298168105e-07, 1001: 0.0001585326739682591, 1344: 0.3211648907051612, 1464: 5.776153069369678, 1457: 4.590983561399637, 1123: 0.07654704942133206, 188: 0.777898355368625, 1158: 1.2153991229002514e-06, 1314: 1.4225540745371745e-09, 1542: 2.396439195972988e-07, 1465: 0.06021149456290409, 1649: 4.5406730340147305e-05, 1654: 2.1487184964641415e-07, 1505: 0.00012345329756635604, 1371: 1.8946768620242693e-05, 314: 1.1212550031566917, 67: 2.756103480916483e-05, 1516: 1.015641820690492, 1356: 0.06013796762233936, 1132: 0.11954521582658062, 1534: 1.0270308601410856, 1047: 0.07589233712947818, 1010: 0.956209229198985, 746: 1.0148996656633713e-05, 493: 9.613779270067901e-05, 323: 6.151341064852822e-06}",,,,"{0: 34.0, 1: 6.0, 2: 2.0, 3: 2.0, 3.5: 2.0, 4: 2.0, 4.5: 2.0, 5: 1.0, 5.5: 1.0}"
